Time (UTC),cf_solar_anom,cf_wind_anom,load_mw_anom,n_targets_anom,price_anom,combined_score,CF_Solar_true,CF_Solar_pred,CF_Wind_true,CF_Wind_pred,Load_MW_true,Load_MW_pred,Price_true,Price_pred,dPrice_pred,dPrice_true,action,imbalance,utility,utility_cum
2022-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0896132610934234,0.0,-0.0024689631860373,0.152,0.4060535282390312,6931.0,7936.32085623018,164.9025,86.35267925594881,0.0,0.0,0.0,0.0,0.44806630546711695,0.44806630546711695
2022-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.2596570326667347,0.0,0.0513054439200927,0.1897142857142857,0.2787606998275528,6556.0,4210.418748359725,106.325,66.05484933173054,-20.297829924218277,-58.5775,0.0,0.0,1.2982851633336734,1.7463514688007904
2022-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.2719689204214059,0.0,0.025079546054189,0.1431428571428571,0.242122729369287,6046.0,3819.378893579284,105.91,61.80908480465308,-4.245764527077455,-0.41500000000000625,0.0,0.0,1.3598446021070296,3.10619607090782
2022-01-05 00:00:00,0.0,0.0,1.0,1.0,0.0,0.2470344787738034,0.0,0.0099468944615309,0.0905714285714285,0.177784771989286,5835.0,3661.296537121732,86.2675,57.95020910203921,-3.8588757026138722,-19.6425,0.0,0.0,1.2351723938690171,4.341368464776837
2022-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.08940894012714,0.0,0.1363582808667126,0.6548571428571428,0.395892275259934,8729.0,6679.631616869127,177.9125,95.72591032835496,37.775701226315746,91.645,0.0,0.0,0.4470447006357,4.788413165412536
2022-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0282206866647329,0.0,0.1529981166357034,0.6551428571428571,0.420932194455562,8610.0,6511.794657079109,175.58,94.0448519545782,-1.6810583737767502,-2.332499999999982,0.0,0.0,0.14110343332366448,4.929516598736201
2022-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.2210300315566418,0.0,0.1481248871110357,0.7217142857142858,0.4696250148072564,8232.0,7205.536509059219,176.235,95.3382533463782,1.2934013917999891,0.6550000000000011,0.0,0.0,1.105150157783209,6.034666756519409
2022-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.1053331370092407,0.0,0.1430436474320591,0.6748571428571428,0.4613938647265762,7774.0,6724.138195625841,161.92,92.48598826203651,-2.8522650843416812,-14.315000000000026,0.0,0.0,0.5266656850462035,6.561332441565613
2022-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0734068577032556,0.0,0.1353592080460595,0.6794285714285714,0.5100984348253687,7277.0,6767.6519567815485,141.05,90.47794650812418,-2.0080417539123374,-20.869999999999976,0.0,0.0,0.367034288516278,6.9283667300818905
2022-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.1126490602676808,0.0,0.1304075970344142,0.7282857142857143,0.5068749843599516,7180.0,6054.129077156174,135.3475,84.40241896181189,-6.075527546312287,-5.702500000000015,0.0,0.0,0.563245301338404,7.491612031420295
2022-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.4644304988029679,0.0,0.0426627450787114,0.7094285714285714,0.6124658779160985,5847.0,8398.57002090414,124.02,89.66422003842219,5.261801076610297,-11.3275,0.0,0.0,2.3221524940148393,9.813764525435134
2022-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.5244866623644211,0.0,0.0326033301961105,0.6522857142857142,0.6616488494833522,5768.0,8593.153072403471,124.0125,89.11080817199387,-0.5534118664283199,-0.007499999999993179,0.0,0.0,2.6224333118221055,12.43619783725724
2022-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.4152966142221492,0.0,0.030124761442505,0.5914285714285714,0.6383819291169038,5826.0,8491.613334231432,125.8425,88.74104660579334,-0.36976156620052336,1.8299999999999983,0.0,0.0,2.076483071110746,14.512680908367985
2022-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.2317125954307601,0.0,0.0557624603382247,0.6294285714285714,0.641763018323243,6036.0,8636.055647774849,149.9975,91.84953477608803,3.1084881702946916,24.155,0.0,0.0,1.1585629771538004,15.671243885521786
2022-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.1060197555877369,0.0,0.0806126716130237,0.6305714285714286,0.5831364135338001,6326.0,8861.64627768088,172.7225,98.55847898905564,6.708944212967609,22.724999999999994,0.0,0.0,0.5300987779386844,16.20134266346047
2022-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0226901999713322,0.0,0.1257646725394953,0.672,0.5376843481711907,6716.0,8336.857378075547,206.505,98.56493354646568,0.006454557410037864,33.7825,0.0,0.0,0.113450999856661,16.31479366331713
2022-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.1558650013630835,0.0036,0.1547431917205671,0.6002857142857143,0.4815947536233942,7110.0,7384.161275777454,239.9325,97.0575503699271,-1.507383176538582,33.42750000000001,0.0,0.0,0.7793250068154176,17.094118670132545
2022-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0782117633116623,0.016,0.1779659484714641,0.642,0.449669112476407,7449.0,6628.267039210467,238.28,94.03815314284608,-3.019397227081015,-1.6525000000000034,0.0,0.0,0.3910588165583115,17.485177486690855
2022-01-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0928772890179461,0.062,0.1904446146749648,0.6382857142857142,0.3830160795182745,7762.0,5584.269714697877,226.7725,88.94123019936066,-5.096922943485424,-11.507499999999993,0.0,0.0,0.46438644508973054,17.949563931780585
2022-01-06 11:00:00,0.0,0.0,0.0,0.0,0.0,0.4744938089546702,0.0684,0.1987621469492754,0.7325714285714285,0.3912352180290883,7641.0,5357.920564342201,222.395,87.0686307703607,-1.872599428999962,-4.377499999999998,0.0,0.0,2.372469044773351,20.322032976553935
