target,hour_index,Time (UTC)
Load_MW,458123,2022-04-06 11:00:00+00:00
n_targets,458123,2022-04-06 11:00:00+00:00
Load_MW,458124,2022-04-06 12:00:00+00:00
n_targets,458124,2022-04-06 12:00:00+00:00
Load_MW,458125,2022-04-06 13:00:00+00:00
n_targets,458125,2022-04-06 13:00:00+00:00
Load_MW,458126,2022-04-06 14:00:00+00:00
n_targets,458126,2022-04-06 14:00:00+00:00
Load_MW,458127,2022-04-06 15:00:00+00:00
n_targets,458127,2022-04-06 15:00:00+00:00
CF_Solar,458133,2022-04-06 21:00:00+00:00
n_targets,458133,2022-04-06 21:00:00+00:00
n_targets,458134,2022-04-06 22:00:00+00:00
n_targets,458135,2022-04-06 23:00:00+00:00
Load_MW,458136,2022-04-07 00:00:00+00:00
n_targets,458136,2022-04-07 00:00:00+00:00
Load_MW,458146,2022-04-07 10:00:00+00:00
n_targets,458146,2022-04-07 10:00:00+00:00
CF_Wind,458150,2022-04-07 14:00:00+00:00
Load_MW,458150,2022-04-07 14:00:00+00:00
Load_MW,458151,2022-04-07 15:00:00+00:00
CF_Wind,458168,2022-04-08 08:00:00+00:00
CF_Wind,458169,2022-04-08 09:00:00+00:00
CF_Wind,458170,2022-04-08 10:00:00+00:00
Load_MW,458170,2022-04-08 10:00:00+00:00
Load_MW,458171,2022-04-08 11:00:00+00:00
Load_MW,458172,2022-04-08 12:00:00+00:00
Load_MW,458173,2022-04-08 13:00:00+00:00
Load_MW,458174,2022-04-08 14:00:00+00:00
n_targets,458174,2022-04-08 14:00:00+00:00
Load_MW,458175,2022-04-08 15:00:00+00:00
n_targets,458175,2022-04-08 15:00:00+00:00
CF_Solar,458178,2022-04-08 18:00:00+00:00
Price,458178,2022-04-08 18:00:00+00:00
CF_Solar,458179,2022-04-08 19:00:00+00:00
CF_Solar,458180,2022-04-08 20:00:00+00:00
CF_Solar,458181,2022-04-08 21:00:00+00:00
n_targets,458181,2022-04-08 21:00:00+00:00
CF_Solar,458182,2022-04-08 22:00:00+00:00
n_targets,458182,2022-04-08 22:00:00+00:00
Load_MW,458197,2022-04-09 13:00:00+00:00
n_targets,458197,2022-04-09 13:00:00+00:00
Load_MW,458198,2022-04-09 14:00:00+00:00
n_targets,458198,2022-04-09 14:00:00+00:00
Load_MW,458221,2022-04-10 13:00:00+00:00
n_targets,458221,2022-04-10 13:00:00+00:00
CF_Solar,458230,2022-04-10 22:00:00+00:00
n_targets,458230,2022-04-10 22:00:00+00:00
CF_Solar,458231,2022-04-10 23:00:00+00:00
n_targets,458231,2022-04-10 23:00:00+00:00
CF_Solar,458232,2022-04-11 00:00:00+00:00
n_targets,458232,2022-04-11 00:00:00+00:00
CF_Solar,458233,2022-04-11 01:00:00+00:00
n_targets,458233,2022-04-11 01:00:00+00:00
CF_Solar,458234,2022-04-11 02:00:00+00:00
CF_Solar,458235,2022-04-11 03:00:00+00:00
Price,458237,2022-04-11 05:00:00+00:00
Price,458238,2022-04-11 06:00:00+00:00
Price,458239,2022-04-11 07:00:00+00:00
Price,458240,2022-04-11 08:00:00+00:00
Price,458241,2022-04-11 09:00:00+00:00
Price,458242,2022-04-11 10:00:00+00:00
n_targets,458244,2022-04-11 12:00:00+00:00
CF_Wind,458245,2022-04-11 13:00:00+00:00
CF_Wind,458246,2022-04-11 14:00:00+00:00
CF_Wind,458247,2022-04-11 15:00:00+00:00
CF_Wind,458248,2022-04-11 16:00:00+00:00
Price,458248,2022-04-11 16:00:00+00:00
CF_Wind,458249,2022-04-11 17:00:00+00:00
Price,458249,2022-04-11 17:00:00+00:00
CF_Solar,458250,2022-04-11 18:00:00+00:00
CF_Wind,458250,2022-04-11 18:00:00+00:00
Price,458250,2022-04-11 18:00:00+00:00
CF_Solar,458251,2022-04-11 19:00:00+00:00
CF_Wind,458251,2022-04-11 19:00:00+00:00
Price,458251,2022-04-11 19:00:00+00:00
CF_Solar,458252,2022-04-11 20:00:00+00:00
Price,458252,2022-04-11 20:00:00+00:00
CF_Solar,458253,2022-04-11 21:00:00+00:00
Price,458253,2022-04-11 21:00:00+00:00
CF_Wind,458259,2022-04-12 03:00:00+00:00
n_targets,458259,2022-04-12 03:00:00+00:00
CF_Wind,458260,2022-04-12 04:00:00+00:00
CF_Wind,458261,2022-04-12 05:00:00+00:00
CF_Wind,458262,2022-04-12 06:00:00+00:00
Price,458262,2022-04-12 06:00:00+00:00
CF_Wind,458263,2022-04-12 07:00:00+00:00
CF_Wind,458264,2022-04-12 08:00:00+00:00
CF_Wind,458265,2022-04-12 09:00:00+00:00
n_targets,458265,2022-04-12 09:00:00+00:00
CF_Wind,458266,2022-04-12 10:00:00+00:00
n_targets,458266,2022-04-12 10:00:00+00:00
CF_Wind,458267,2022-04-12 11:00:00+00:00
n_targets,458267,2022-04-12 11:00:00+00:00
CF_Wind,458268,2022-04-12 12:00:00+00:00
n_targets,458268,2022-04-12 12:00:00+00:00
CF_Wind,458269,2022-04-12 13:00:00+00:00
n_targets,458269,2022-04-12 13:00:00+00:00
CF_Wind,458270,2022-04-12 14:00:00+00:00
n_targets,458270,2022-04-12 14:00:00+00:00
CF_Wind,458271,2022-04-12 15:00:00+00:00
n_targets,458271,2022-04-12 15:00:00+00:00
CF_Wind,458272,2022-04-12 16:00:00+00:00
CF_Wind,458273,2022-04-12 17:00:00+00:00
Price,458274,2022-04-12 18:00:00+00:00
n_targets,458276,2022-04-12 20:00:00+00:00
CF_Solar,458277,2022-04-12 21:00:00+00:00
n_targets,458277,2022-04-12 21:00:00+00:00
CF_Solar,458278,2022-04-12 22:00:00+00:00
n_targets,458278,2022-04-12 22:00:00+00:00
CF_Solar,458279,2022-04-12 23:00:00+00:00
n_targets,458279,2022-04-12 23:00:00+00:00
Price,458286,2022-04-13 06:00:00+00:00
n_targets,458286,2022-04-13 06:00:00+00:00
Price,458287,2022-04-13 07:00:00+00:00
n_targets,458287,2022-04-13 07:00:00+00:00
CF_Wind,458296,2022-04-13 16:00:00+00:00
Price,458296,2022-04-13 16:00:00+00:00
Price,458297,2022-04-13 17:00:00+00:00
Price,458298,2022-04-13 18:00:00+00:00
CF_Solar,458299,2022-04-13 19:00:00+00:00
Price,458299,2022-04-13 19:00:00+00:00
CF_Solar,458300,2022-04-13 20:00:00+00:00
Price,458300,2022-04-13 20:00:00+00:00
CF_Solar,458301,2022-04-13 21:00:00+00:00
Price,458301,2022-04-13 21:00:00+00:00
CF_Solar,458302,2022-04-13 22:00:00+00:00
Price,458302,2022-04-13 22:00:00+00:00
CF_Solar,458303,2022-04-13 23:00:00+00:00
Price,458303,2022-04-13 23:00:00+00:00
CF_Solar,458304,2022-04-14 00:00:00+00:00
Price,458304,2022-04-14 00:00:00+00:00
CF_Solar,458305,2022-04-14 01:00:00+00:00
CF_Solar,458306,2022-04-14 02:00:00+00:00
CF_Solar,458307,2022-04-14 03:00:00+00:00
Price,458309,2022-04-14 05:00:00+00:00
Price,458310,2022-04-14 06:00:00+00:00
n_targets,458310,2022-04-14 06:00:00+00:00
Price,458311,2022-04-14 07:00:00+00:00
n_targets,458311,2022-04-14 07:00:00+00:00
Price,458312,2022-04-14 08:00:00+00:00
Price,458313,2022-04-14 09:00:00+00:00
Load_MW,458314,2022-04-14 10:00:00+00:00
Price,458314,2022-04-14 10:00:00+00:00
Load_MW,458315,2022-04-14 11:00:00+00:00
Load_MW,458316,2022-04-14 12:00:00+00:00
Load_MW,458317,2022-04-14 13:00:00+00:00
n_targets,458317,2022-04-14 13:00:00+00:00
Load_MW,458318,2022-04-14 14:00:00+00:00
n_targets,458318,2022-04-14 14:00:00+00:00
Load_MW,458319,2022-04-14 15:00:00+00:00
Load_MW,458320,2022-04-14 16:00:00+00:00
Price,458321,2022-04-14 17:00:00+00:00
CF_Solar,458322,2022-04-14 18:00:00+00:00
Price,458322,2022-04-14 18:00:00+00:00
CF_Solar,458323,2022-04-14 19:00:00+00:00
Price,458323,2022-04-14 19:00:00+00:00
CF_Solar,458324,2022-04-14 20:00:00+00:00
Price,458324,2022-04-14 20:00:00+00:00
CF_Solar,458325,2022-04-14 21:00:00+00:00
Price,458325,2022-04-14 21:00:00+00:00
CF_Solar,458326,2022-04-14 22:00:00+00:00
CF_Solar,458327,2022-04-14 23:00:00+00:00
CF_Solar,458328,2022-04-15 00:00:00+00:00
n_targets,458328,2022-04-15 00:00:00+00:00
CF_Solar,458329,2022-04-15 01:00:00+00:00
n_targets,458340,2022-04-15 12:00:00+00:00
CF_Wind,458342,2022-04-15 14:00:00+00:00
Load_MW,458343,2022-04-15 15:00:00+00:00
Load_MW,458344,2022-04-15 16:00:00+00:00
CF_Solar,458349,2022-04-15 21:00:00+00:00
n_targets,458349,2022-04-15 21:00:00+00:00
CF_Solar,458350,2022-04-15 22:00:00+00:00
n_targets,458350,2022-04-15 22:00:00+00:00
CF_Solar,458351,2022-04-15 23:00:00+00:00
n_targets,458351,2022-04-15 23:00:00+00:00
CF_Solar,458352,2022-04-16 00:00:00+00:00
n_targets,458352,2022-04-16 00:00:00+00:00
CF_Solar,458353,2022-04-16 01:00:00+00:00
n_targets,458353,2022-04-16 01:00:00+00:00
CF_Solar,458354,2022-04-16 02:00:00+00:00
n_targets,458354,2022-04-16 02:00:00+00:00
CF_Solar,458355,2022-04-16 03:00:00+00:00
n_targets,458355,2022-04-16 03:00:00+00:00
CF_Solar,458356,2022-04-16 04:00:00+00:00
n_targets,458356,2022-04-16 04:00:00+00:00
CF_Solar,458357,2022-04-16 05:00:00+00:00
n_targets,458357,2022-04-16 05:00:00+00:00
Load_MW,458364,2022-04-16 12:00:00+00:00
Load_MW,458365,2022-04-16 13:00:00+00:00
Load_MW,458366,2022-04-16 14:00:00+00:00
Load_MW,458367,2022-04-16 15:00:00+00:00
CF_Solar,458371,2022-04-16 19:00:00+00:00
n_targets,458371,2022-04-16 19:00:00+00:00
CF_Solar,458372,2022-04-16 20:00:00+00:00
n_targets,458372,2022-04-16 20:00:00+00:00
CF_Solar,458373,2022-04-16 21:00:00+00:00
n_targets,458373,2022-04-16 21:00:00+00:00
CF_Solar,458374,2022-04-16 22:00:00+00:00
n_targets,458374,2022-04-16 22:00:00+00:00
CF_Solar,458375,2022-04-16 23:00:00+00:00
n_targets,458375,2022-04-16 23:00:00+00:00
CF_Solar,458376,2022-04-17 00:00:00+00:00
CF_Solar,458377,2022-04-17 01:00:00+00:00
CF_Solar,458378,2022-04-17 02:00:00+00:00
CF_Solar,458379,2022-04-17 03:00:00+00:00
n_targets,458379,2022-04-17 03:00:00+00:00
CF_Solar,458380,2022-04-17 04:00:00+00:00
n_targets,458380,2022-04-17 04:00:00+00:00
Load_MW,458387,2022-04-17 11:00:00+00:00
n_targets,458387,2022-04-17 11:00:00+00:00
Load_MW,458388,2022-04-17 12:00:00+00:00
n_targets,458388,2022-04-17 12:00:00+00:00
Load_MW,458389,2022-04-17 13:00:00+00:00
n_targets,458389,2022-04-17 13:00:00+00:00
Load_MW,458390,2022-04-17 14:00:00+00:00
n_targets,458390,2022-04-17 14:00:00+00:00
Load_MW,458391,2022-04-17 15:00:00+00:00
n_targets,458391,2022-04-17 15:00:00+00:00
n_targets,458398,2022-04-17 22:00:00+00:00
CF_Solar,458399,2022-04-17 23:00:00+00:00
n_targets,458399,2022-04-17 23:00:00+00:00
CF_Solar,458424,2022-04-19 00:00:00+00:00
CF_Wind,458424,2022-04-19 00:00:00+00:00
CF_Solar,458425,2022-04-19 01:00:00+00:00
CF_Wind,458425,2022-04-19 01:00:00+00:00
CF_Solar,458426,2022-04-19 02:00:00+00:00
CF_Wind,458426,2022-04-19 02:00:00+00:00
CF_Solar,458427,2022-04-19 03:00:00+00:00
CF_Wind,458427,2022-04-19 03:00:00+00:00
CF_Solar,458428,2022-04-19 04:00:00+00:00
CF_Wind,458428,2022-04-19 04:00:00+00:00
CF_Solar,458429,2022-04-19 05:00:00+00:00
CF_Wind,458429,2022-04-19 05:00:00+00:00
CF_Wind,458430,2022-04-19 06:00:00+00:00
Price,458430,2022-04-19 06:00:00+00:00
CF_Wind,458431,2022-04-19 07:00:00+00:00
Price,458431,2022-04-19 07:00:00+00:00
CF_Wind,458432,2022-04-19 08:00:00+00:00
Price,458432,2022-04-19 08:00:00+00:00
CF_Solar,458433,2022-04-19 09:00:00+00:00
CF_Wind,458433,2022-04-19 09:00:00+00:00
CF_Solar,458434,2022-04-19 10:00:00+00:00
CF_Wind,458434,2022-04-19 10:00:00+00:00
CF_Solar,458435,2022-04-19 11:00:00+00:00
CF_Wind,458435,2022-04-19 11:00:00+00:00
CF_Solar,458436,2022-04-19 12:00:00+00:00
CF_Wind,458436,2022-04-19 12:00:00+00:00
Price,458436,2022-04-19 12:00:00+00:00
CF_Solar,458437,2022-04-19 13:00:00+00:00
CF_Wind,458437,2022-04-19 13:00:00+00:00
Price,458437,2022-04-19 13:00:00+00:00
CF_Solar,458438,2022-04-19 14:00:00+00:00
CF_Wind,458438,2022-04-19 14:00:00+00:00
Price,458438,2022-04-19 14:00:00+00:00
CF_Solar,458439,2022-04-19 15:00:00+00:00
CF_Wind,458439,2022-04-19 15:00:00+00:00
Price,458439,2022-04-19 15:00:00+00:00
CF_Wind,458440,2022-04-19 16:00:00+00:00
Price,458440,2022-04-19 16:00:00+00:00
CF_Wind,458441,2022-04-19 17:00:00+00:00
Price,458441,2022-04-19 17:00:00+00:00
CF_Wind,458442,2022-04-19 18:00:00+00:00
Price,458442,2022-04-19 18:00:00+00:00
CF_Solar,458443,2022-04-19 19:00:00+00:00
CF_Wind,458443,2022-04-19 19:00:00+00:00
Price,458443,2022-04-19 19:00:00+00:00
CF_Solar,458444,2022-04-19 20:00:00+00:00
CF_Wind,458444,2022-04-19 20:00:00+00:00
Price,458444,2022-04-19 20:00:00+00:00
CF_Solar,458445,2022-04-19 21:00:00+00:00
CF_Wind,458445,2022-04-19 21:00:00+00:00
Price,458445,2022-04-19 21:00:00+00:00
CF_Solar,458446,2022-04-19 22:00:00+00:00
CF_Wind,458446,2022-04-19 22:00:00+00:00
CF_Wind,458447,2022-04-19 23:00:00+00:00
CF_Wind,458453,2022-04-20 05:00:00+00:00
CF_Wind,458454,2022-04-20 06:00:00+00:00
Price,458454,2022-04-20 06:00:00+00:00
CF_Wind,458455,2022-04-20 07:00:00+00:00
CF_Wind,458456,2022-04-20 08:00:00+00:00
CF_Wind,458457,2022-04-20 09:00:00+00:00
n_targets,458457,2022-04-20 09:00:00+00:00
CF_Wind,458458,2022-04-20 10:00:00+00:00
n_targets,458458,2022-04-20 10:00:00+00:00
CF_Wind,458459,2022-04-20 11:00:00+00:00
n_targets,458459,2022-04-20 11:00:00+00:00
CF_Wind,458460,2022-04-20 12:00:00+00:00
n_targets,458460,2022-04-20 12:00:00+00:00
CF_Wind,458461,2022-04-20 13:00:00+00:00
n_targets,458461,2022-04-20 13:00:00+00:00
CF_Wind,458462,2022-04-20 14:00:00+00:00
n_targets,458462,2022-04-20 14:00:00+00:00
CF_Wind,458463,2022-04-20 15:00:00+00:00
n_targets,458463,2022-04-20 15:00:00+00:00
CF_Wind,458464,2022-04-20 16:00:00+00:00
CF_Wind,458465,2022-04-20 17:00:00+00:00
CF_Wind,458466,2022-04-20 18:00:00+00:00
Price,458466,2022-04-20 18:00:00+00:00
CF_Wind,458467,2022-04-20 19:00:00+00:00
Price,458467,2022-04-20 19:00:00+00:00
CF_Solar,458468,2022-04-20 20:00:00+00:00
CF_Wind,458468,2022-04-20 20:00:00+00:00
CF_Solar,458469,2022-04-20 21:00:00+00:00
CF_Wind,458469,2022-04-20 21:00:00+00:00
CF_Solar,458470,2022-04-20 22:00:00+00:00
CF_Wind,458470,2022-04-20 22:00:00+00:00
CF_Wind,458471,2022-04-20 23:00:00+00:00
CF_Wind,458472,2022-04-21 00:00:00+00:00
CF_Wind,458473,2022-04-21 01:00:00+00:00
n_targets,458473,2022-04-21 01:00:00+00:00
CF_Wind,458474,2022-04-21 02:00:00+00:00
n_targets,458474,2022-04-21 02:00:00+00:00
CF_Wind,458475,2022-04-21 03:00:00+00:00
n_targets,458475,2022-04-21 03:00:00+00:00
CF_Wind,458476,2022-04-21 04:00:00+00:00
n_targets,458476,2022-04-21 04:00:00+00:00
CF_Wind,458477,2022-04-21 05:00:00+00:00
CF_Wind,458478,2022-04-21 06:00:00+00:00
CF_Wind,458479,2022-04-21 07:00:00+00:00
CF_Wind,458480,2022-04-21 08:00:00+00:00
CF_Wind,458481,2022-04-21 09:00:00+00:00
n_targets,458481,2022-04-21 09:00:00+00:00
CF_Wind,458482,2022-04-21 10:00:00+00:00
n_targets,458482,2022-04-21 10:00:00+00:00
CF_Wind,458483,2022-04-21 11:00:00+00:00
n_targets,458483,2022-04-21 11:00:00+00:00
CF_Wind,458484,2022-04-21 12:00:00+00:00
n_targets,458484,2022-04-21 12:00:00+00:00
CF_Wind,458485,2022-04-21 13:00:00+00:00
n_targets,458485,2022-04-21 13:00:00+00:00
CF_Wind,458486,2022-04-21 14:00:00+00:00
n_targets,458486,2022-04-21 14:00:00+00:00
CF_Wind,458487,2022-04-21 15:00:00+00:00
n_targets,458487,2022-04-21 15:00:00+00:00
CF_Wind,458488,2022-04-21 16:00:00+00:00
n_targets,458488,2022-04-21 16:00:00+00:00
CF_Wind,458489,2022-04-21 17:00:00+00:00
Load_MW,458506,2022-04-22 10:00:00+00:00
n_targets,458506,2022-04-22 10:00:00+00:00
Load_MW,458507,2022-04-22 11:00:00+00:00
n_targets,458507,2022-04-22 11:00:00+00:00
Load_MW,458508,2022-04-22 12:00:00+00:00
n_targets,458508,2022-04-22 12:00:00+00:00
n_targets,458530,2022-04-23 10:00:00+00:00
Load_MW,458531,2022-04-23 11:00:00+00:00
Load_MW,458532,2022-04-23 12:00:00+00:00
CF_Wind,458533,2022-04-23 13:00:00+00:00
Load_MW,458533,2022-04-23 13:00:00+00:00
CF_Wind,458534,2022-04-23 14:00:00+00:00
Load_MW,458534,2022-04-23 14:00:00+00:00
CF_Wind,458535,2022-04-23 15:00:00+00:00
Load_MW,458535,2022-04-23 15:00:00+00:00
Load_MW,458536,2022-04-23 16:00:00+00:00
Load_MW,458559,2022-04-24 15:00:00+00:00
n_targets,458559,2022-04-24 15:00:00+00:00
CF_Solar,458566,2022-04-24 22:00:00+00:00
n_targets,458566,2022-04-24 22:00:00+00:00
CF_Solar,458567,2022-04-24 23:00:00+00:00
n_targets,458567,2022-04-24 23:00:00+00:00
CF_Solar,458568,2022-04-25 00:00:00+00:00
n_targets,458568,2022-04-25 00:00:00+00:00
CF_Solar,458569,2022-04-25 01:00:00+00:00
n_targets,458569,2022-04-25 01:00:00+00:00
CF_Solar,458570,2022-04-25 02:00:00+00:00
n_targets,458570,2022-04-25 02:00:00+00:00
CF_Solar,458571,2022-04-25 03:00:00+00:00
n_targets,458571,2022-04-25 03:00:00+00:00
CF_Solar,458572,2022-04-25 04:00:00+00:00
CF_Solar,458573,2022-04-25 05:00:00+00:00
CF_Solar,458574,2022-04-25 06:00:00+00:00
Price,458574,2022-04-25 06:00:00+00:00
Price,458575,2022-04-25 07:00:00+00:00
Price,458576,2022-04-25 08:00:00+00:00
Price,458577,2022-04-25 09:00:00+00:00
Price,458578,2022-04-25 10:00:00+00:00
Price,458579,2022-04-25 11:00:00+00:00
Price,458580,2022-04-25 12:00:00+00:00
n_targets,458580,2022-04-25 12:00:00+00:00
Price,458581,2022-04-25 13:00:00+00:00
n_targets,458581,2022-04-25 13:00:00+00:00
Price,458582,2022-04-25 14:00:00+00:00
n_targets,458582,2022-04-25 14:00:00+00:00
Price,458583,2022-04-25 15:00:00+00:00
Price,458584,2022-04-25 16:00:00+00:00
CF_Solar,458585,2022-04-25 17:00:00+00:00
Price,458585,2022-04-25 17:00:00+00:00
CF_Solar,458586,2022-04-25 18:00:00+00:00
Price,458586,2022-04-25 18:00:00+00:00
CF_Solar,458587,2022-04-25 19:00:00+00:00
Price,458587,2022-04-25 19:00:00+00:00
CF_Solar,458588,2022-04-25 20:00:00+00:00
Price,458588,2022-04-25 20:00:00+00:00
CF_Solar,458589,2022-04-25 21:00:00+00:00
Price,458589,2022-04-25 21:00:00+00:00
CF_Solar,458590,2022-04-25 22:00:00+00:00
Price,458590,2022-04-25 22:00:00+00:00
CF_Solar,458591,2022-04-25 23:00:00+00:00
CF_Solar,458592,2022-04-26 00:00:00+00:00
CF_Solar,458593,2022-04-26 01:00:00+00:00
CF_Solar,458594,2022-04-26 02:00:00+00:00
Price,458597,2022-04-26 05:00:00+00:00
CF_Wind,458598,2022-04-26 06:00:00+00:00
Price,458598,2022-04-26 06:00:00+00:00
CF_Wind,458599,2022-04-26 07:00:00+00:00
Price,458599,2022-04-26 07:00:00+00:00
CF_Wind,458600,2022-04-26 08:00:00+00:00
Price,458600,2022-04-26 08:00:00+00:00
Price,458601,2022-04-26 09:00:00+00:00
Price,458602,2022-04-26 10:00:00+00:00
Price,458603,2022-04-26 11:00:00+00:00
CF_Wind,458604,2022-04-26 12:00:00+00:00
Price,458604,2022-04-26 12:00:00+00:00
CF_Wind,458605,2022-04-26 13:00:00+00:00
Price,458605,2022-04-26 13:00:00+00:00
Price,458606,2022-04-26 14:00:00+00:00
Price,458607,2022-04-26 15:00:00+00:00
Price,458608,2022-04-26 16:00:00+00:00
CF_Solar,458609,2022-04-26 17:00:00+00:00
CF_Wind,458609,2022-04-26 17:00:00+00:00
Price,458609,2022-04-26 17:00:00+00:00
CF_Solar,458610,2022-04-26 18:00:00+00:00
CF_Wind,458610,2022-04-26 18:00:00+00:00
Price,458610,2022-04-26 18:00:00+00:00
CF_Solar,458611,2022-04-26 19:00:00+00:00
CF_Wind,458611,2022-04-26 19:00:00+00:00
Price,458611,2022-04-26 19:00:00+00:00
CF_Solar,458612,2022-04-26 20:00:00+00:00
CF_Wind,458612,2022-04-26 20:00:00+00:00
Price,458612,2022-04-26 20:00:00+00:00
CF_Solar,458613,2022-04-26 21:00:00+00:00
Price,458613,2022-04-26 21:00:00+00:00
CF_Solar,458614,2022-04-26 22:00:00+00:00
CF_Solar,458615,2022-04-26 23:00:00+00:00
CF_Solar,458616,2022-04-27 00:00:00+00:00
n_targets,458616,2022-04-27 00:00:00+00:00
CF_Solar,458617,2022-04-27 01:00:00+00:00
CF_Solar,458618,2022-04-27 02:00:00+00:00
Load_MW,458619,2022-04-27 03:00:00+00:00
n_targets,458621,2022-04-27 05:00:00+00:00
Price,458622,2022-04-27 06:00:00+00:00
n_targets,458622,2022-04-27 06:00:00+00:00
Price,458623,2022-04-27 07:00:00+00:00
n_targets,458623,2022-04-27 07:00:00+00:00
CF_Wind,458630,2022-04-27 14:00:00+00:00
n_targets,458630,2022-04-27 14:00:00+00:00
CF_Wind,458631,2022-04-27 15:00:00+00:00
CF_Wind,458632,2022-04-27 16:00:00+00:00
CF_Wind,458633,2022-04-27 17:00:00+00:00
Price,458633,2022-04-27 17:00:00+00:00
Price,458634,2022-04-27 18:00:00+00:00
Price,458635,2022-04-27 19:00:00+00:00
CF_Solar,458636,2022-04-27 20:00:00+00:00
Price,458636,2022-04-27 20:00:00+00:00
CF_Solar,458637,2022-04-27 21:00:00+00:00
CF_Solar,458638,2022-04-27 22:00:00+00:00
CF_Solar,458639,2022-04-27 23:00:00+00:00
CF_Solar,458640,2022-04-28 00:00:00+00:00
CF_Solar,458641,2022-04-28 01:00:00+00:00
n_targets,458641,2022-04-28 01:00:00+00:00
CF_Solar,458642,2022-04-28 02:00:00+00:00
n_targets,458642,2022-04-28 02:00:00+00:00
CF_Solar,458643,2022-04-28 03:00:00+00:00
CF_Solar,458644,2022-04-28 04:00:00+00:00
Price,458645,2022-04-28 05:00:00+00:00
Price,458646,2022-04-28 06:00:00+00:00
Price,458647,2022-04-28 07:00:00+00:00
n_targets,458647,2022-04-28 07:00:00+00:00
Price,458648,2022-04-28 08:00:00+00:00
Price,458649,2022-04-28 09:00:00+00:00
Load_MW,458650,2022-04-28 10:00:00+00:00
Price,458650,2022-04-28 10:00:00+00:00
Load_MW,458651,2022-04-28 11:00:00+00:00
Load_MW,458652,2022-04-28 12:00:00+00:00
Load_MW,458653,2022-04-28 13:00:00+00:00
n_targets,458653,2022-04-28 13:00:00+00:00
Load_MW,458654,2022-04-28 14:00:00+00:00
Load_MW,458655,2022-04-28 15:00:00+00:00
Price,458656,2022-04-28 16:00:00+00:00
Price,458657,2022-04-28 17:00:00+00:00
Price,458658,2022-04-28 18:00:00+00:00
CF_Solar,458659,2022-04-28 19:00:00+00:00
CF_Wind,458659,2022-04-28 19:00:00+00:00
Price,458659,2022-04-28 19:00:00+00:00
CF_Solar,458660,2022-04-28 20:00:00+00:00
Price,458660,2022-04-28 20:00:00+00:00
CF_Solar,458661,2022-04-28 21:00:00+00:00
Price,458661,2022-04-28 21:00:00+00:00
CF_Solar,458662,2022-04-28 22:00:00+00:00
Price,458662,2022-04-28 22:00:00+00:00
CF_Solar,458663,2022-04-28 23:00:00+00:00
CF_Solar,458664,2022-04-29 00:00:00+00:00
CF_Wind,458664,2022-04-29 00:00:00+00:00
CF_Wind,458665,2022-04-29 01:00:00+00:00
CF_Wind,458666,2022-04-29 02:00:00+00:00
CF_Wind,458667,2022-04-29 03:00:00+00:00
CF_Wind,458668,2022-04-29 04:00:00+00:00
CF_Wind,458669,2022-04-29 05:00:00+00:00
Price,458669,2022-04-29 05:00:00+00:00
CF_Wind,458670,2022-04-29 06:00:00+00:00
Price,458670,2022-04-29 06:00:00+00:00
CF_Wind,458671,2022-04-29 07:00:00+00:00
Price,458671,2022-04-29 07:00:00+00:00
CF_Wind,458672,2022-04-29 08:00:00+00:00
Price,458672,2022-04-29 08:00:00+00:00
Price,458673,2022-04-29 09:00:00+00:00
Load_MW,458674,2022-04-29 10:00:00+00:00
Load_MW,458675,2022-04-29 11:00:00+00:00
CF_Wind,458676,2022-04-29 12:00:00+00:00
Load_MW,458676,2022-04-29 12:00:00+00:00
CF_Wind,458677,2022-04-29 13:00:00+00:00
Load_MW,458677,2022-04-29 13:00:00+00:00
CF_Wind,458678,2022-04-29 14:00:00+00:00
Load_MW,458678,2022-04-29 14:00:00+00:00
CF_Wind,458679,2022-04-29 15:00:00+00:00
Load_MW,458679,2022-04-29 15:00:00+00:00
CF_Wind,458680,2022-04-29 16:00:00+00:00
CF_Wind,458681,2022-04-29 17:00:00+00:00
Price,458681,2022-04-29 17:00:00+00:00
CF_Wind,458682,2022-04-29 18:00:00+00:00
Price,458682,2022-04-29 18:00:00+00:00
CF_Solar,458683,2022-04-29 19:00:00+00:00
CF_Wind,458683,2022-04-29 19:00:00+00:00
Price,458683,2022-04-29 19:00:00+00:00
CF_Solar,458684,2022-04-29 20:00:00+00:00
CF_Wind,458684,2022-04-29 20:00:00+00:00
Price,458684,2022-04-29 20:00:00+00:00
CF_Solar,458685,2022-04-29 21:00:00+00:00
CF_Wind,458685,2022-04-29 21:00:00+00:00
Price,458685,2022-04-29 21:00:00+00:00
CF_Solar,458686,2022-04-29 22:00:00+00:00
CF_Wind,458686,2022-04-29 22:00:00+00:00
CF_Solar,458687,2022-04-29 23:00:00+00:00
CF_Wind,458687,2022-04-29 23:00:00+00:00
CF_Wind,458688,2022-04-30 00:00:00+00:00
CF_Wind,458689,2022-04-30 01:00:00+00:00
CF_Wind,458690,2022-04-30 02:00:00+00:00
n_targets,458690,2022-04-30 02:00:00+00:00
CF_Wind,458691,2022-04-30 03:00:00+00:00
n_targets,458691,2022-04-30 03:00:00+00:00
CF_Wind,458692,2022-04-30 04:00:00+00:00
n_targets,458692,2022-04-30 04:00:00+00:00
CF_Wind,458693,2022-04-30 05:00:00+00:00
n_targets,458693,2022-04-30 05:00:00+00:00
CF_Wind,458694,2022-04-30 06:00:00+00:00
