target,hour_index,Time (UTC)
CF_Wind,460806,2022-07-27 06:00:00+00:00
Price,460806,2022-07-27 06:00:00+00:00
CF_Wind,460807,2022-07-27 07:00:00+00:00
Price,460807,2022-07-27 07:00:00+00:00
CF_Wind,460808,2022-07-27 08:00:00+00:00
Price,460808,2022-07-27 08:00:00+00:00
CF_Wind,460809,2022-07-27 09:00:00+00:00
Price,460809,2022-07-27 09:00:00+00:00
CF_Wind,460810,2022-07-27 10:00:00+00:00
Price,460810,2022-07-27 10:00:00+00:00
CF_Wind,460811,2022-07-27 11:00:00+00:00
Price,460811,2022-07-27 11:00:00+00:00
CF_Wind,460812,2022-07-27 12:00:00+00:00
Price,460812,2022-07-27 12:00:00+00:00
CF_Wind,460813,2022-07-27 13:00:00+00:00
Price,460813,2022-07-27 13:00:00+00:00
CF_Wind,460814,2022-07-27 14:00:00+00:00
Price,460814,2022-07-27 14:00:00+00:00
CF_Wind,460815,2022-07-27 15:00:00+00:00
Price,460815,2022-07-27 15:00:00+00:00
CF_Wind,460816,2022-07-27 16:00:00+00:00
Price,460816,2022-07-27 16:00:00+00:00
CF_Solar,460817,2022-07-27 17:00:00+00:00
CF_Wind,460817,2022-07-27 17:00:00+00:00
Price,460817,2022-07-27 17:00:00+00:00
CF_Solar,460818,2022-07-27 18:00:00+00:00
CF_Wind,460818,2022-07-27 18:00:00+00:00
Price,460818,2022-07-27 18:00:00+00:00
CF_Solar,460819,2022-07-27 19:00:00+00:00
CF_Wind,460819,2022-07-27 19:00:00+00:00
Price,460819,2022-07-27 19:00:00+00:00
CF_Solar,460820,2022-07-27 20:00:00+00:00
CF_Wind,460820,2022-07-27 20:00:00+00:00
Price,460820,2022-07-27 20:00:00+00:00
CF_Solar,460821,2022-07-27 21:00:00+00:00
CF_Wind,460821,2022-07-27 21:00:00+00:00
Price,460821,2022-07-27 21:00:00+00:00
CF_Solar,460822,2022-07-27 22:00:00+00:00
CF_Wind,460822,2022-07-27 22:00:00+00:00
Price,460822,2022-07-27 22:00:00+00:00
CF_Solar,460823,2022-07-27 23:00:00+00:00
CF_Wind,460823,2022-07-27 23:00:00+00:00
Price,460823,2022-07-27 23:00:00+00:00
CF_Solar,460824,2022-07-28 00:00:00+00:00
CF_Wind,460824,2022-07-28 00:00:00+00:00
Price,460824,2022-07-28 00:00:00+00:00
CF_Solar,460825,2022-07-28 01:00:00+00:00
CF_Wind,460825,2022-07-28 01:00:00+00:00
Price,460825,2022-07-28 01:00:00+00:00
CF_Solar,460826,2022-07-28 02:00:00+00:00
CF_Wind,460826,2022-07-28 02:00:00+00:00
Price,460826,2022-07-28 02:00:00+00:00
CF_Solar,460827,2022-07-28 03:00:00+00:00
CF_Wind,460827,2022-07-28 03:00:00+00:00
Price,460827,2022-07-28 03:00:00+00:00
CF_Solar,460828,2022-07-28 04:00:00+00:00
CF_Wind,460828,2022-07-28 04:00:00+00:00
Price,460828,2022-07-28 04:00:00+00:00
CF_Solar,460829,2022-07-28 05:00:00+00:00
CF_Wind,460829,2022-07-28 05:00:00+00:00
Price,460829,2022-07-28 05:00:00+00:00
CF_Wind,460830,2022-07-28 06:00:00+00:00
Price,460830,2022-07-28 06:00:00+00:00
CF_Wind,460831,2022-07-28 07:00:00+00:00
Price,460831,2022-07-28 07:00:00+00:00
CF_Wind,460832,2022-07-28 08:00:00+00:00
Price,460832,2022-07-28 08:00:00+00:00
CF_Wind,460833,2022-07-28 09:00:00+00:00
Price,460833,2022-07-28 09:00:00+00:00
CF_Wind,460834,2022-07-28 10:00:00+00:00
Price,460834,2022-07-28 10:00:00+00:00
CF_Wind,460835,2022-07-28 11:00:00+00:00
Price,460835,2022-07-28 11:00:00+00:00
CF_Wind,460836,2022-07-28 12:00:00+00:00
Price,460836,2022-07-28 12:00:00+00:00
CF_Wind,460837,2022-07-28 13:00:00+00:00
Price,460837,2022-07-28 13:00:00+00:00
CF_Wind,460838,2022-07-28 14:00:00+00:00
Price,460838,2022-07-28 14:00:00+00:00
CF_Wind,460839,2022-07-28 15:00:00+00:00
Price,460839,2022-07-28 15:00:00+00:00
CF_Wind,460840,2022-07-28 16:00:00+00:00
Price,460840,2022-07-28 16:00:00+00:00
CF_Wind,460841,2022-07-28 17:00:00+00:00
Price,460841,2022-07-28 17:00:00+00:00
CF_Solar,460842,2022-07-28 18:00:00+00:00
CF_Wind,460842,2022-07-28 18:00:00+00:00
Price,460842,2022-07-28 18:00:00+00:00
CF_Solar,460843,2022-07-28 19:00:00+00:00
CF_Wind,460843,2022-07-28 19:00:00+00:00
Price,460843,2022-07-28 19:00:00+00:00
CF_Solar,460844,2022-07-28 20:00:00+00:00
CF_Wind,460844,2022-07-28 20:00:00+00:00
Price,460844,2022-07-28 20:00:00+00:00
CF_Solar,460845,2022-07-28 21:00:00+00:00
CF_Wind,460845,2022-07-28 21:00:00+00:00
Price,460845,2022-07-28 21:00:00+00:00
CF_Solar,460846,2022-07-28 22:00:00+00:00
CF_Wind,460846,2022-07-28 22:00:00+00:00
Price,460846,2022-07-28 22:00:00+00:00
CF_Solar,460847,2022-07-28 23:00:00+00:00
CF_Wind,460847,2022-07-28 23:00:00+00:00
Price,460847,2022-07-28 23:00:00+00:00
CF_Solar,460848,2022-07-29 00:00:00+00:00
CF_Wind,460848,2022-07-29 00:00:00+00:00
Price,460848,2022-07-29 00:00:00+00:00
CF_Solar,460849,2022-07-29 01:00:00+00:00
CF_Wind,460849,2022-07-29 01:00:00+00:00
Price,460849,2022-07-29 01:00:00+00:00
CF_Solar,460850,2022-07-29 02:00:00+00:00
CF_Wind,460850,2022-07-29 02:00:00+00:00
Price,460850,2022-07-29 02:00:00+00:00
CF_Solar,460851,2022-07-29 03:00:00+00:00
CF_Wind,460851,2022-07-29 03:00:00+00:00
Price,460851,2022-07-29 03:00:00+00:00
CF_Solar,460852,2022-07-29 04:00:00+00:00
CF_Wind,460852,2022-07-29 04:00:00+00:00
Price,460852,2022-07-29 04:00:00+00:00
CF_Solar,460853,2022-07-29 05:00:00+00:00
CF_Wind,460853,2022-07-29 05:00:00+00:00
Price,460853,2022-07-29 05:00:00+00:00
CF_Wind,460854,2022-07-29 06:00:00+00:00
Price,460854,2022-07-29 06:00:00+00:00
CF_Wind,460855,2022-07-29 07:00:00+00:00
Price,460855,2022-07-29 07:00:00+00:00
CF_Wind,460856,2022-07-29 08:00:00+00:00
Price,460856,2022-07-29 08:00:00+00:00
CF_Wind,460857,2022-07-29 09:00:00+00:00
Price,460857,2022-07-29 09:00:00+00:00
CF_Wind,460858,2022-07-29 10:00:00+00:00
Price,460858,2022-07-29 10:00:00+00:00
CF_Wind,460859,2022-07-29 11:00:00+00:00
Price,460859,2022-07-29 11:00:00+00:00
CF_Wind,460860,2022-07-29 12:00:00+00:00
Price,460860,2022-07-29 12:00:00+00:00
CF_Wind,460861,2022-07-29 13:00:00+00:00
Price,460861,2022-07-29 13:00:00+00:00
CF_Wind,460862,2022-07-29 14:00:00+00:00
Price,460862,2022-07-29 14:00:00+00:00
CF_Wind,460863,2022-07-29 15:00:00+00:00
Price,460863,2022-07-29 15:00:00+00:00
CF_Wind,460864,2022-07-29 16:00:00+00:00
Price,460864,2022-07-29 16:00:00+00:00
CF_Solar,460865,2022-07-29 17:00:00+00:00
CF_Wind,460865,2022-07-29 17:00:00+00:00
Price,460865,2022-07-29 17:00:00+00:00
CF_Solar,460866,2022-07-29 18:00:00+00:00
CF_Wind,460866,2022-07-29 18:00:00+00:00
Price,460866,2022-07-29 18:00:00+00:00
CF_Solar,460867,2022-07-29 19:00:00+00:00
CF_Wind,460867,2022-07-29 19:00:00+00:00
Price,460867,2022-07-29 19:00:00+00:00
CF_Solar,460868,2022-07-29 20:00:00+00:00
CF_Wind,460868,2022-07-29 20:00:00+00:00
Price,460868,2022-07-29 20:00:00+00:00
CF_Solar,460869,2022-07-29 21:00:00+00:00
CF_Wind,460869,2022-07-29 21:00:00+00:00
Price,460869,2022-07-29 21:00:00+00:00
CF_Solar,460870,2022-07-29 22:00:00+00:00
CF_Wind,460870,2022-07-29 22:00:00+00:00
Price,460870,2022-07-29 22:00:00+00:00
CF_Solar,460871,2022-07-29 23:00:00+00:00
CF_Wind,460871,2022-07-29 23:00:00+00:00
Price,460871,2022-07-29 23:00:00+00:00
CF_Solar,460872,2022-07-30 00:00:00+00:00
CF_Wind,460872,2022-07-30 00:00:00+00:00
Price,460872,2022-07-30 00:00:00+00:00
Price,460873,2022-07-30 01:00:00+00:00
Price,460874,2022-07-30 02:00:00+00:00
Price,460875,2022-07-30 03:00:00+00:00
Price,460876,2022-07-30 04:00:00+00:00
CF_Wind,460877,2022-07-30 05:00:00+00:00
Price,460877,2022-07-30 05:00:00+00:00
CF_Solar,460878,2022-07-30 06:00:00+00:00
CF_Wind,460878,2022-07-30 06:00:00+00:00
Price,460878,2022-07-30 06:00:00+00:00
CF_Wind,460879,2022-07-30 07:00:00+00:00
Price,460879,2022-07-30 07:00:00+00:00
CF_Wind,460880,2022-07-30 08:00:00+00:00
Price,460880,2022-07-30 08:00:00+00:00
CF_Wind,460881,2022-07-30 09:00:00+00:00
Price,460881,2022-07-30 09:00:00+00:00
CF_Wind,460882,2022-07-30 10:00:00+00:00
Price,460882,2022-07-30 10:00:00+00:00
CF_Wind,460883,2022-07-30 11:00:00+00:00
Price,460883,2022-07-30 11:00:00+00:00
CF_Wind,460884,2022-07-30 12:00:00+00:00
Price,460884,2022-07-30 12:00:00+00:00
Price,460885,2022-07-30 13:00:00+00:00
Price,460886,2022-07-30 14:00:00+00:00
Price,460887,2022-07-30 15:00:00+00:00
n_targets,460887,2022-07-30 15:00:00+00:00
Price,460888,2022-07-30 16:00:00+00:00
n_targets,460888,2022-07-30 16:00:00+00:00
Price,460889,2022-07-30 17:00:00+00:00
Price,460890,2022-07-30 18:00:00+00:00
CF_Solar,460891,2022-07-30 19:00:00+00:00
Price,460891,2022-07-30 19:00:00+00:00
CF_Solar,460892,2022-07-30 20:00:00+00:00
Price,460892,2022-07-30 20:00:00+00:00
CF_Solar,460893,2022-07-30 21:00:00+00:00
Price,460893,2022-07-30 21:00:00+00:00
CF_Solar,460894,2022-07-30 22:00:00+00:00
Price,460894,2022-07-30 22:00:00+00:00
CF_Solar,460895,2022-07-30 23:00:00+00:00
Price,460895,2022-07-30 23:00:00+00:00
CF_Solar,460896,2022-07-31 00:00:00+00:00
Price,460896,2022-07-31 00:00:00+00:00
CF_Solar,460897,2022-07-31 01:00:00+00:00
Price,460897,2022-07-31 01:00:00+00:00
CF_Solar,460898,2022-07-31 02:00:00+00:00
Price,460898,2022-07-31 02:00:00+00:00
CF_Solar,460899,2022-07-31 03:00:00+00:00
Price,460899,2022-07-31 03:00:00+00:00
CF_Solar,460900,2022-07-31 04:00:00+00:00
Price,460900,2022-07-31 04:00:00+00:00
Price,460901,2022-07-31 05:00:00+00:00
Price,460902,2022-07-31 06:00:00+00:00
Price,460903,2022-07-31 07:00:00+00:00
n_targets,460903,2022-07-31 07:00:00+00:00
Price,460904,2022-07-31 08:00:00+00:00
n_targets,460904,2022-07-31 08:00:00+00:00
Price,460905,2022-07-31 09:00:00+00:00
Price,460906,2022-07-31 10:00:00+00:00
Price,460907,2022-07-31 11:00:00+00:00
Price,460908,2022-07-31 12:00:00+00:00
n_targets,460908,2022-07-31 12:00:00+00:00
Price,460909,2022-07-31 13:00:00+00:00
n_targets,460909,2022-07-31 13:00:00+00:00
Price,460910,2022-07-31 14:00:00+00:00
n_targets,460910,2022-07-31 14:00:00+00:00
Price,460911,2022-07-31 15:00:00+00:00
n_targets,460911,2022-07-31 15:00:00+00:00
Price,460912,2022-07-31 16:00:00+00:00
n_targets,460912,2022-07-31 16:00:00+00:00
Price,460913,2022-07-31 17:00:00+00:00
Price,460914,2022-07-31 18:00:00+00:00
CF_Solar,460915,2022-07-31 19:00:00+00:00
Price,460915,2022-07-31 19:00:00+00:00
CF_Solar,460916,2022-07-31 20:00:00+00:00
Price,460916,2022-07-31 20:00:00+00:00
CF_Solar,460917,2022-07-31 21:00:00+00:00
Price,460917,2022-07-31 21:00:00+00:00
CF_Solar,460918,2022-07-31 22:00:00+00:00
Price,460918,2022-07-31 22:00:00+00:00
CF_Solar,460919,2022-07-31 23:00:00+00:00
CF_Wind,460919,2022-07-31 23:00:00+00:00
Price,460919,2022-07-31 23:00:00+00:00
CF_Solar,460920,2022-08-01 00:00:00+00:00
CF_Wind,460920,2022-08-01 00:00:00+00:00
Price,460920,2022-08-01 00:00:00+00:00
CF_Solar,460921,2022-08-01 01:00:00+00:00
CF_Wind,460921,2022-08-01 01:00:00+00:00
Price,460921,2022-08-01 01:00:00+00:00
CF_Solar,460922,2022-08-01 02:00:00+00:00
CF_Wind,460922,2022-08-01 02:00:00+00:00
Price,460922,2022-08-01 02:00:00+00:00
CF_Solar,460923,2022-08-01 03:00:00+00:00
CF_Wind,460923,2022-08-01 03:00:00+00:00
Price,460923,2022-08-01 03:00:00+00:00
CF_Solar,460924,2022-08-01 04:00:00+00:00
CF_Wind,460924,2022-08-01 04:00:00+00:00
Price,460924,2022-08-01 04:00:00+00:00
CF_Solar,460925,2022-08-01 05:00:00+00:00
CF_Wind,460925,2022-08-01 05:00:00+00:00
Price,460925,2022-08-01 05:00:00+00:00
CF_Wind,460926,2022-08-01 06:00:00+00:00
Price,460926,2022-08-01 06:00:00+00:00
CF_Wind,460927,2022-08-01 07:00:00+00:00
Price,460927,2022-08-01 07:00:00+00:00
CF_Wind,460928,2022-08-01 08:00:00+00:00
Price,460928,2022-08-01 08:00:00+00:00
CF_Wind,460929,2022-08-01 09:00:00+00:00
Price,460929,2022-08-01 09:00:00+00:00
CF_Wind,460930,2022-08-01 10:00:00+00:00
Price,460930,2022-08-01 10:00:00+00:00
CF_Wind,460931,2022-08-01 11:00:00+00:00
Price,460931,2022-08-01 11:00:00+00:00
CF_Wind,460932,2022-08-01 12:00:00+00:00
Price,460932,2022-08-01 12:00:00+00:00
CF_Wind,460933,2022-08-01 13:00:00+00:00
Price,460933,2022-08-01 13:00:00+00:00
CF_Wind,460934,2022-08-01 14:00:00+00:00
Price,460934,2022-08-01 14:00:00+00:00
CF_Wind,460935,2022-08-01 15:00:00+00:00
Price,460935,2022-08-01 15:00:00+00:00
CF_Wind,460936,2022-08-01 16:00:00+00:00
Price,460936,2022-08-01 16:00:00+00:00
CF_Wind,460937,2022-08-01 17:00:00+00:00
Price,460937,2022-08-01 17:00:00+00:00
CF_Solar,460938,2022-08-01 18:00:00+00:00
CF_Wind,460938,2022-08-01 18:00:00+00:00
Price,460938,2022-08-01 18:00:00+00:00
CF_Solar,460939,2022-08-01 19:00:00+00:00
CF_Wind,460939,2022-08-01 19:00:00+00:00
Price,460939,2022-08-01 19:00:00+00:00
CF_Solar,460940,2022-08-01 20:00:00+00:00
CF_Wind,460940,2022-08-01 20:00:00+00:00
Price,460940,2022-08-01 20:00:00+00:00
CF_Solar,460941,2022-08-01 21:00:00+00:00
CF_Wind,460941,2022-08-01 21:00:00+00:00
Price,460941,2022-08-01 21:00:00+00:00
CF_Solar,460942,2022-08-01 22:00:00+00:00
CF_Wind,460942,2022-08-01 22:00:00+00:00
Price,460942,2022-08-01 22:00:00+00:00
CF_Solar,460943,2022-08-01 23:00:00+00:00
CF_Wind,460943,2022-08-01 23:00:00+00:00
Price,460943,2022-08-01 23:00:00+00:00
CF_Solar,460944,2022-08-02 00:00:00+00:00
CF_Wind,460944,2022-08-02 00:00:00+00:00
Price,460944,2022-08-02 00:00:00+00:00
CF_Solar,460945,2022-08-02 01:00:00+00:00
CF_Wind,460945,2022-08-02 01:00:00+00:00
Price,460945,2022-08-02 01:00:00+00:00
CF_Solar,460946,2022-08-02 02:00:00+00:00
CF_Wind,460946,2022-08-02 02:00:00+00:00
Price,460946,2022-08-02 02:00:00+00:00
CF_Solar,460947,2022-08-02 03:00:00+00:00
CF_Wind,460947,2022-08-02 03:00:00+00:00
Price,460947,2022-08-02 03:00:00+00:00
CF_Solar,460948,2022-08-02 04:00:00+00:00
CF_Wind,460948,2022-08-02 04:00:00+00:00
Load_MW,460948,2022-08-02 04:00:00+00:00
Price,460948,2022-08-02 04:00:00+00:00
CF_Wind,460949,2022-08-02 05:00:00+00:00
Price,460949,2022-08-02 05:00:00+00:00
CF_Wind,460950,2022-08-02 06:00:00+00:00
Price,460950,2022-08-02 06:00:00+00:00
CF_Wind,460951,2022-08-02 07:00:00+00:00
Price,460951,2022-08-02 07:00:00+00:00
CF_Wind,460952,2022-08-02 08:00:00+00:00
Price,460952,2022-08-02 08:00:00+00:00
CF_Wind,460953,2022-08-02 09:00:00+00:00
Price,460953,2022-08-02 09:00:00+00:00
CF_Wind,460954,2022-08-02 10:00:00+00:00
Price,460954,2022-08-02 10:00:00+00:00
CF_Wind,460955,2022-08-02 11:00:00+00:00
Price,460955,2022-08-02 11:00:00+00:00
CF_Wind,460956,2022-08-02 12:00:00+00:00
Price,460956,2022-08-02 12:00:00+00:00
CF_Wind,460957,2022-08-02 13:00:00+00:00
Price,460957,2022-08-02 13:00:00+00:00
CF_Wind,460958,2022-08-02 14:00:00+00:00
Price,460958,2022-08-02 14:00:00+00:00
CF_Wind,460959,2022-08-02 15:00:00+00:00
Price,460959,2022-08-02 15:00:00+00:00
CF_Wind,460960,2022-08-02 16:00:00+00:00
Price,460960,2022-08-02 16:00:00+00:00
CF_Wind,460961,2022-08-02 17:00:00+00:00
Price,460961,2022-08-02 17:00:00+00:00
CF_Solar,460962,2022-08-02 18:00:00+00:00
CF_Wind,460962,2022-08-02 18:00:00+00:00
Price,460962,2022-08-02 18:00:00+00:00
CF_Solar,460963,2022-08-02 19:00:00+00:00
CF_Wind,460963,2022-08-02 19:00:00+00:00
Price,460963,2022-08-02 19:00:00+00:00
CF_Solar,460964,2022-08-02 20:00:00+00:00
CF_Wind,460964,2022-08-02 20:00:00+00:00
Price,460964,2022-08-02 20:00:00+00:00
CF_Solar,460965,2022-08-02 21:00:00+00:00
CF_Wind,460965,2022-08-02 21:00:00+00:00
Price,460965,2022-08-02 21:00:00+00:00
CF_Solar,460966,2022-08-02 22:00:00+00:00
CF_Wind,460966,2022-08-02 22:00:00+00:00
Price,460966,2022-08-02 22:00:00+00:00
CF_Solar,460967,2022-08-02 23:00:00+00:00
CF_Wind,460967,2022-08-02 23:00:00+00:00
Price,460967,2022-08-02 23:00:00+00:00
CF_Solar,460968,2022-08-03 00:00:00+00:00
CF_Wind,460968,2022-08-03 00:00:00+00:00
Price,460968,2022-08-03 00:00:00+00:00
CF_Wind,460969,2022-08-03 01:00:00+00:00
Price,460969,2022-08-03 01:00:00+00:00
CF_Wind,460970,2022-08-03 02:00:00+00:00
Price,460970,2022-08-03 02:00:00+00:00
CF_Wind,460971,2022-08-03 03:00:00+00:00
Price,460971,2022-08-03 03:00:00+00:00
CF_Wind,460972,2022-08-03 04:00:00+00:00
Price,460972,2022-08-03 04:00:00+00:00
CF_Wind,460973,2022-08-03 05:00:00+00:00
Load_MW,460973,2022-08-03 05:00:00+00:00
Price,460973,2022-08-03 05:00:00+00:00
CF_Wind,460974,2022-08-03 06:00:00+00:00
Load_MW,460974,2022-08-03 06:00:00+00:00
Price,460974,2022-08-03 06:00:00+00:00
CF_Wind,460975,2022-08-03 07:00:00+00:00
Price,460975,2022-08-03 07:00:00+00:00
CF_Wind,460976,2022-08-03 08:00:00+00:00
Price,460976,2022-08-03 08:00:00+00:00
CF_Wind,460977,2022-08-03 09:00:00+00:00
Price,460977,2022-08-03 09:00:00+00:00
CF_Wind,460978,2022-08-03 10:00:00+00:00
Price,460978,2022-08-03 10:00:00+00:00
CF_Wind,460979,2022-08-03 11:00:00+00:00
Price,460979,2022-08-03 11:00:00+00:00
CF_Wind,460980,2022-08-03 12:00:00+00:00
Price,460980,2022-08-03 12:00:00+00:00
CF_Wind,460981,2022-08-03 13:00:00+00:00
Price,460981,2022-08-03 13:00:00+00:00
CF_Wind,460982,2022-08-03 14:00:00+00:00
Price,460982,2022-08-03 14:00:00+00:00
CF_Wind,460983,2022-08-03 15:00:00+00:00
Price,460983,2022-08-03 15:00:00+00:00
CF_Wind,460984,2022-08-03 16:00:00+00:00
Price,460984,2022-08-03 16:00:00+00:00
CF_Wind,460985,2022-08-03 17:00:00+00:00
Price,460985,2022-08-03 17:00:00+00:00
CF_Wind,460986,2022-08-03 18:00:00+00:00
Price,460986,2022-08-03 18:00:00+00:00
CF_Solar,460987,2022-08-03 19:00:00+00:00
CF_Wind,460987,2022-08-03 19:00:00+00:00
Price,460987,2022-08-03 19:00:00+00:00
CF_Solar,460988,2022-08-03 20:00:00+00:00
CF_Wind,460988,2022-08-03 20:00:00+00:00
Price,460988,2022-08-03 20:00:00+00:00
CF_Solar,460989,2022-08-03 21:00:00+00:00
CF_Wind,460989,2022-08-03 21:00:00+00:00
Price,460989,2022-08-03 21:00:00+00:00
CF_Solar,460990,2022-08-03 22:00:00+00:00
CF_Wind,460990,2022-08-03 22:00:00+00:00
Price,460990,2022-08-03 22:00:00+00:00
CF_Solar,460991,2022-08-03 23:00:00+00:00
CF_Wind,460991,2022-08-03 23:00:00+00:00
Price,460991,2022-08-03 23:00:00+00:00
CF_Solar,460992,2022-08-04 00:00:00+00:00
CF_Wind,460992,2022-08-04 00:00:00+00:00
Price,460992,2022-08-04 00:00:00+00:00
CF_Wind,460993,2022-08-04 01:00:00+00:00
Price,460993,2022-08-04 01:00:00+00:00
CF_Wind,460994,2022-08-04 02:00:00+00:00
Price,460994,2022-08-04 02:00:00+00:00
CF_Wind,460995,2022-08-04 03:00:00+00:00
Price,460995,2022-08-04 03:00:00+00:00
CF_Wind,460996,2022-08-04 04:00:00+00:00
Price,460996,2022-08-04 04:00:00+00:00
CF_Solar,460997,2022-08-04 05:00:00+00:00
CF_Wind,460997,2022-08-04 05:00:00+00:00
Price,460997,2022-08-04 05:00:00+00:00
CF_Wind,460998,2022-08-04 06:00:00+00:00
Price,460998,2022-08-04 06:00:00+00:00
CF_Wind,460999,2022-08-04 07:00:00+00:00
Price,460999,2022-08-04 07:00:00+00:00
CF_Wind,461000,2022-08-04 08:00:00+00:00
Price,461000,2022-08-04 08:00:00+00:00
CF_Wind,461001,2022-08-04 09:00:00+00:00
Price,461001,2022-08-04 09:00:00+00:00
CF_Wind,461002,2022-08-04 10:00:00+00:00
Price,461002,2022-08-04 10:00:00+00:00
CF_Wind,461003,2022-08-04 11:00:00+00:00
Price,461003,2022-08-04 11:00:00+00:00
CF_Wind,461004,2022-08-04 12:00:00+00:00
Price,461004,2022-08-04 12:00:00+00:00
CF_Wind,461005,2022-08-04 13:00:00+00:00
Price,461005,2022-08-04 13:00:00+00:00
CF_Wind,461006,2022-08-04 14:00:00+00:00
Price,461006,2022-08-04 14:00:00+00:00
CF_Wind,461007,2022-08-04 15:00:00+00:00
Price,461007,2022-08-04 15:00:00+00:00
CF_Wind,461008,2022-08-04 16:00:00+00:00
Price,461008,2022-08-04 16:00:00+00:00
CF_Wind,461009,2022-08-04 17:00:00+00:00
Price,461009,2022-08-04 17:00:00+00:00
CF_Solar,461010,2022-08-04 18:00:00+00:00
CF_Wind,461010,2022-08-04 18:00:00+00:00
Price,461010,2022-08-04 18:00:00+00:00
CF_Solar,461011,2022-08-04 19:00:00+00:00
CF_Wind,461011,2022-08-04 19:00:00+00:00
Price,461011,2022-08-04 19:00:00+00:00
CF_Solar,461012,2022-08-04 20:00:00+00:00
CF_Wind,461012,2022-08-04 20:00:00+00:00
Price,461012,2022-08-04 20:00:00+00:00
CF_Solar,461013,2022-08-04 21:00:00+00:00
CF_Wind,461013,2022-08-04 21:00:00+00:00
Price,461013,2022-08-04 21:00:00+00:00
CF_Solar,461014,2022-08-04 22:00:00+00:00
CF_Wind,461014,2022-08-04 22:00:00+00:00
Price,461014,2022-08-04 22:00:00+00:00
CF_Solar,461015,2022-08-04 23:00:00+00:00
CF_Wind,461015,2022-08-04 23:00:00+00:00
Price,461015,2022-08-04 23:00:00+00:00
CF_Solar,461016,2022-08-05 00:00:00+00:00
CF_Wind,461016,2022-08-05 00:00:00+00:00
Price,461016,2022-08-05 00:00:00+00:00
CF_Wind,461017,2022-08-05 01:00:00+00:00
Price,461017,2022-08-05 01:00:00+00:00
CF_Wind,461018,2022-08-05 02:00:00+00:00
Price,461018,2022-08-05 02:00:00+00:00
CF_Wind,461019,2022-08-05 03:00:00+00:00
Price,461019,2022-08-05 03:00:00+00:00
CF_Wind,461020,2022-08-05 04:00:00+00:00
Price,461020,2022-08-05 04:00:00+00:00
CF_Solar,461021,2022-08-05 05:00:00+00:00
CF_Wind,461021,2022-08-05 05:00:00+00:00
Price,461021,2022-08-05 05:00:00+00:00
CF_Wind,461022,2022-08-05 06:00:00+00:00
Price,461022,2022-08-05 06:00:00+00:00
CF_Wind,461023,2022-08-05 07:00:00+00:00
Price,461023,2022-08-05 07:00:00+00:00
CF_Wind,461024,2022-08-05 08:00:00+00:00
Price,461024,2022-08-05 08:00:00+00:00
CF_Wind,461025,2022-08-05 09:00:00+00:00
Price,461025,2022-08-05 09:00:00+00:00
CF_Wind,461026,2022-08-05 10:00:00+00:00
Price,461026,2022-08-05 10:00:00+00:00
CF_Wind,461027,2022-08-05 11:00:00+00:00
Price,461027,2022-08-05 11:00:00+00:00
CF_Wind,461028,2022-08-05 12:00:00+00:00
Price,461028,2022-08-05 12:00:00+00:00
CF_Wind,461029,2022-08-05 13:00:00+00:00
Price,461029,2022-08-05 13:00:00+00:00
CF_Wind,461030,2022-08-05 14:00:00+00:00
Price,461030,2022-08-05 14:00:00+00:00
CF_Wind,461031,2022-08-05 15:00:00+00:00
Price,461031,2022-08-05 15:00:00+00:00
CF_Wind,461032,2022-08-05 16:00:00+00:00
Price,461032,2022-08-05 16:00:00+00:00
CF_Wind,461033,2022-08-05 17:00:00+00:00
Price,461033,2022-08-05 17:00:00+00:00
CF_Solar,461034,2022-08-05 18:00:00+00:00
CF_Wind,461034,2022-08-05 18:00:00+00:00
Price,461034,2022-08-05 18:00:00+00:00
CF_Solar,461035,2022-08-05 19:00:00+00:00
CF_Wind,461035,2022-08-05 19:00:00+00:00
Price,461035,2022-08-05 19:00:00+00:00
CF_Solar,461036,2022-08-05 20:00:00+00:00
CF_Wind,461036,2022-08-05 20:00:00+00:00
Price,461036,2022-08-05 20:00:00+00:00
CF_Solar,461037,2022-08-05 21:00:00+00:00
CF_Wind,461037,2022-08-05 21:00:00+00:00
Price,461037,2022-08-05 21:00:00+00:00
CF_Solar,461038,2022-08-05 22:00:00+00:00
Price,461038,2022-08-05 22:00:00+00:00
CF_Solar,461039,2022-08-05 23:00:00+00:00
Price,461039,2022-08-05 23:00:00+00:00
CF_Solar,461040,2022-08-06 00:00:00+00:00
Price,461040,2022-08-06 00:00:00+00:00
CF_Solar,461041,2022-08-06 01:00:00+00:00
Price,461041,2022-08-06 01:00:00+00:00
Price,461042,2022-08-06 02:00:00+00:00
Price,461043,2022-08-06 03:00:00+00:00
Price,461044,2022-08-06 04:00:00+00:00
Price,461045,2022-08-06 05:00:00+00:00
Load_MW,461046,2022-08-06 06:00:00+00:00
Price,461046,2022-08-06 06:00:00+00:00
Price,461047,2022-08-06 07:00:00+00:00
Price,461048,2022-08-06 08:00:00+00:00
Price,461049,2022-08-06 09:00:00+00:00
n_targets,461049,2022-08-06 09:00:00+00:00
Price,461050,2022-08-06 10:00:00+00:00
n_targets,461050,2022-08-06 10:00:00+00:00
Price,461051,2022-08-06 11:00:00+00:00
n_targets,461051,2022-08-06 11:00:00+00:00
Price,461052,2022-08-06 12:00:00+00:00
n_targets,461052,2022-08-06 12:00:00+00:00
Price,461053,2022-08-06 13:00:00+00:00
