target,n_points,RMSE,MAE,MAPE_percent,R2,anomaly_count
CF_Solar,8688,0.12262461735838699,0.10848025022220492,1599.0954454845134,-2.4312984453498,2887
CF_Wind,8688,0.255446949163931,0.2213784251071256,1485.6404551462483,-0.32057968765543077,4106
Load_MW,8688,1934.1247198441142,1605.5855309669573,22.368106962325022,-1.3213453796405763,1334
Price,8688,209.3440399481835,174.92012786362127,62.638051205612186,-2.0672997642659503,4622
